n,dist,rho,sk,alpha_F
250,beta,-1,1,46.772304365374204
250,beta,-1,1,42.678755123473024
250,beta,-1,1,42.09738029804015
250,beta,-1,1,45.88133203499746
250,beta,-1,1,38.87582567933773
250,beta,-1,1,41.763099003092364
250,beta,-1,1,46.019331847092
250,beta,-1,1,52.1257338624034
250,beta,-1,1,34.37732596450746
250,beta,-1,1,35.17378373945661
250,beta,-1,1,41.16329082408062
250,beta,-1,1,39.86956098970138
250,beta,-1,1,41.8823080582752
250,beta,-1,1,38.92548720974105
250,beta,-1,1,37.21986492597433
250,beta,-1,1,34.799692909588465
250,beta,-1,1,37.346389331120655
250,beta,-1,1,35.73328500811444
250,beta,-1,1,48.40442892082598
250,beta,-1,1,36.51478847111382
250,beta,-1,1,38.0026717490492
250,beta,-1,1,41.062833929584386
250,beta,-1,1,36.252321899385
250,beta,-1,1,40.50720923679132
250,beta,-1,1,40.31647748618605
250,beta,-1,1,33.46433092253644
250,beta,-1,1,38.857615715125995
250,beta,-1,1,39.59049930924663
250,beta,-1,1,54.865932494261315
250,beta,-1,1,31.519759843385327
250,beta,-1,1,57.85972710816776
250,beta,-1,1,35.881808805931804
250,beta,-1,1,32.80211436978144
250,beta,-1,1,39.57203191893188
250,beta,-1,1,44.139021424311615
250,beta,-1,1,42.50969162511952
250,beta,-1,1,39.03368854118162
250,beta,-1,1,36.82527295130523
